fir_number,district,police_station,crime_type,ipc_bns_sections,incident_date,report_date,location_description,latitude,longitude,complainant_name,complainant_age,complainant_gender,complainant_contact,accused_name,accused_age,accused_gender,accused_count,weapon_used,property_loss_inr,case_status,case_outcome,investigating_officer,severity,is_juvenile_involved
0094/2023,Bengaluru Urban,HSR Layout PS,Theft,"379, 303",2023-02-27,2023-02-27,"771, Mittal Zila",11.645996,75.461457,Zashil Wali,54,Female,0284778774,Falak Varghese; Quincy Raman; Suhani Bumb,58,Female,3,None,145112.85,FIR Registered,,ASI Din,Low,No
0095/2018,Ballari,Bruhat Bangalore PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2018-12-27,2018-12-30,"30/34, Soni Street",17.593671,77.356122,Ryan Merchant,33,Female,8525232699,Urvi Wason; Ekaraj Dara; Elijah Hegde,51,Male,3,None,0,FIR Registered,,ASI Sawhney,High,No
0096/2025,Mangaluru,Bunder PS,Extortion,"384, 308",2025-02-06,2025-02-06,"H.No. 843, Kumar Circle",12.714493,74.687914,Manthan Chaudhary,30,Female,+910842205649,Hema Din; Dayamai Gupta,59,Male,2,Blunt Object,51850.86,Pending Court Trial,Acquitted,CPI Ganesh,High,No
0097/2023,Mysuru,Vijayanagar PS,Counterfeiting,"489B, 178",2023-03-16,2023-03-20,"96/025, Bora",11.978004,75.989936,Damyanti Saraf,46,Other,9404102010,Widisha Bhagat; Oscar Prashad,58,Female,2,None,0,Convicted,Dismissed,PSI Manda,Low,No
0098/2021,Hubballi-Dharwad,Dharwad Rural PS,Burglary,"331(4), 305",2021-12-12,2021-12-16,"55, Kothari Chowk",12.037117,77.889125,Charvi Palla,47,Female,+913827816353,Unknown,,,0,None,28916.58,Under Investigation,,CPI Agrawal,Medium,No
0099/2024,Mysuru,Krishnaraja PS,Rioting,"147, 191",2024-07-05,2024-07-09,"921, Ramachandran",15.735041,76.256153,Falguni Kapadia,65,Male,9238080555,Wyatt Badami; Ishani Chander; Baghyawati Prabhu,54,Other,3,Blunt Object,0,Case Withdrawn,,CPI Dugar,Low,No
0100/2026,Shivamogga,Town PS,Vehicle Theft,"379, 303",2026-01-04,2026-01-04,"91, Ganesh Path",14.047286,78.130716,Balhaar Krishnamurthy,29,Male,06678597078,Wazir Krishna,46,Female,1,None,262272.24,Pending Court Trial,Acquitted,Inspector Sur,Medium,No
0101/2018,Kalaburagi,Brahmapur PS,Vehicle Theft,"379, 303",2018-09-27,2018-09-29,"H.No. 37, Kade Ganj",17.612958,75.500129,Saanvi Bali,61,Female,7763075521,Sneha Pant; Nidhi Parekh,34,Other,2,None,425857.35,Under Investigation,,Inspector Koshy,Medium,No
0102/2025,Mangaluru,Mangaladevi PS,Chain Snatching,"356, 304",2025-05-11,2025-05-16,"17/74, Palla",17.041634,77.659332,Unni Ramesh,26,Other,5109601346,Unknown,,,0,None,155136.15,Acquitted,Compounded,ASI Dhar,Medium,No
0103/2023,Davanagere,P.G. Halli PS,Eve Teasing/Harassment,"354, 354A",2023-09-14,2023-09-16,"H.No. 76, Bera Marg",13.085801,74.619044,Chavvi Muni,37,Male,+916088044603,Dalbir Kulkarni,39,Female,1,None,0,Under Investigation,,PSI Gill,Low,No
0104/2024,Mysuru,Devaraja PS,Vehicle Theft,"379, 303",2024-12-06,2024-12-07,"96, Chandra Circle",14.050096,77.238136,Matthew Bassi,27,Male,07222766700,Bakhshi Kade,57,Male,1,None,360730.91,Pending Court Trial,Dismissed,SI Borra,Medium,No
0105/2020,Ballari,Bruhat Bangalore PS,Rioting,"147, 191",2020-08-16,2020-08-20,"20/82, Sankar Ganj",16.946868,76.26308,Gauri Sandal,69,Female,+911606708259,Gauri Mody,41,Other,1,Rope,0,Charge Sheet Filed,Pending,ASI Chokshi,Low,No
0106/2019,Mangaluru,Bunder PS,Hit and Run,"304A, 106",2019-07-21,2019-07-23,"77, Arora Nagar",17.421246,77.830247,Andrew Kala,48,Female,7079362751,Unknown,,,0,None,0,Under Investigation,,DySP Parsa,Low,No
0107/2021,Hubballi-Dharwad,Hubballi Old City PS,Cybercrime - Online Fraud,"66D IT Act, 318",2021-01-22,2021-01-25,"H.No. 318, Hegde Street",17.216923,77.980834,Yauvani Goyal,27,Female,+914223820724,Unknown,,,0,None,473233.42,FIR Registered,,PSI Rao,Medium,No
0108/2022,Bengaluru Urban,HSR Layout PS,Burglary,"331(4), 305",2022-06-12,2022-06-16,"019, Pradhan Zila",16.049725,77.561213,Xiti Ranganathan,42,Male,05033849294,Advika Narain; Pranav Karpe,32,Male,2,None,159683.1,Case Closed,Compounded,SI Sachdev,Medium,No
0109/2025,Hubballi-Dharwad,Vidyanagar PS,Murder,"302, 103",2025-11-29,2025-12-02,"512, Parmer",15.34163,77.272557,Udant Gupta,18,Male,+918823922283,Unknown,,,0,Acid,0,Case Closed,Acquitted,PSI Gara,High,No
0110/2021,Davanagere,Vidyanagar PS,Assault,"323, 115",2021-03-26,2021-03-27,"H.No. 97, Natarajan Path",17.356814,76.249232,Vamakshi Sabharwal,21,Male,+910345601309,Vedika Nagarajan; Anirudh Balasubramanian; Tejas Hegde,58,Other,3,Rope,0,Charge Sheet Filed,Convicted,SI Balan,Medium,No
0111/2021,Davanagere,P.G. Halli PS,Murder,"302, 103",2021-04-08,2021-04-11,"H.No. 223, Palla Zila",18.322581,74.304557,Warjas Mallick,40,Male,9426631600,Anvi Gala; Daniel Kala; Netra Kakar,29,Other,3,Knife,0,Under Investigation,,Inspector Sharma,High,No
0112/2023,Davanagere,P.G. Halli PS,Fraud/Cheating,"420, 318",2023-04-10,2023-04-10,"91/842, Morar Street",13.187881,76.95697,Prisha Warrior,41,Female,+913144497384,Unknown,,,0,None,178868.39,Pending Court Trial,Pending,SI Peri,Medium,No
0113/2018,Mysuru,Nazarbad PS,Murder,"302, 103",2018-07-01,2018-07-03,"72, Goel Chowk",17.180484,74.283952,Qarin Handa,70,Other,+912058964310,Saksham Chander,47,Other,1,Rope,0,Pending Court Trial,Acquitted,DySP Khosla,High,No
0114/2020,Shivamogga,Town PS,Chain Snatching,"356, 304",2020-04-05,2020-04-05,"286, Hora Chowk",13.273196,77.389809,Ojasvi Contractor,74,Male,04852925507,Manya Hayre; Yuvraj Gola,37,Other,2,None,199412.92,Convicted,Dismissed,Inspector Loke,Medium,No
0115/2021,Kalaburagi,Brahmapur PS,Vehicle Theft,"379, 303",2021-01-24,2021-01-24,"H.No. 829, Ghosh Road",14.982664,78.159397,Isaiah Nanda,45,Female,+910073532323,Yoshita Jain; Oliver Nayak; Adya Kapoor,42,Female,3,None,486874.93,Convicted,Compounded,ASI Dixit,Medium,No
0116/2022,Mysuru,Krishnaraja PS,Robbery,"392, 309",2022-10-30,2022-11-03,"84/807, Sanghvi Nagar",13.645471,76.711797,Laksh Merchant,29,Other,09430558642,Leela Gara; Gagan Rai,38,Male,2,Knife,164295.99,Case Withdrawn,,CPI De,High,No
0117/2018,Shivamogga,Vinoba Nagar PS,Rioting,"147, 191",2018-06-23,2018-06-28,"49, Iyengar Marg",16.198287,75.827946,Ekta Chokshi,40,Other,+911809415057,William Sidhu; Warhi Murthy; Osha Devi,35,Other,3,None,0,FIR Registered,,SI Sankaran,Low,No
0118/2024,Mangaluru,Bunder PS,Murder,"302, 103",2024-10-24,2024-10-29,"80, Raju Street",14.035054,78.272602,Baghyawati Desai,20,Male,+911188765875,Unknown,,,0,Blunt Object,0,Convicted,Pending,DySP Kale,High,No
0119/2022,Bengaluru Urban,Koramangala PS,Rioting,"147, 191",2022-02-28,2022-03-02,"H.No. 421, Borde Street",13.450828,78.32234,Omkaar Gupta,22,Other,+911258074326,Meghana Wali,51,Female,1,Vehicle,0,Case Closed,Compounded,CPI Sule,Low,Yes
0120/2022,Mangaluru,Mangaladevi PS,Extortion,"384, 308",2022-05-05,2022-05-09,"H.No. 58, Korpal Street",12.901248,74.610778,Vritti Kibe,67,Female,8352087468,Zehaan Nayar; Ganga Korpal; Benjamin Dara,31,Other,3,Acid,347143.33,Under Investigation,,ASI Kadakia,High,No
0121/2018,Mangaluru,Kankanady PS,Rioting,"147, 191",2018-12-26,2018-12-31,"14/91, Modi Ganj",17.459534,77.203141,Bhavna Luthra,38,Other,+916485786775,Rehaan Anne; Barkha Raj,22,Other,2,Acid,0,Case Withdrawn,,CPI Mand,Low,No
0122/2020,Mangaluru,Mangaladevi PS,Extortion,"384, 308",2020-07-07,2020-07-07,"64, Kumer Chowk",14.771841,78.423554,Ucchal Kashyap,68,Male,+913111344424,Zinal Shah,49,Male,1,Sharp Weapon,277233.71,Case Withdrawn,,CPI Pandey,High,No
0123/2022,Mysuru,Devaraja PS,Chain Snatching,"356, 304",2022-06-19,2022-06-24,"51/63, Dugar Marg",12.019155,76.096249,Mohini Raman,51,Female,8327861805,Theodore Bala; Aarav Bumb; Geetika Baria,54,Male,3,None,63100.73,Acquitted,Compounded,CPI Kashyap,Medium,No
0124/2020,Mangaluru,Kankanady PS,Public Nuisance,"268, 270",2020-01-16,2020-01-17,"23, Bhasin Path",13.628872,74.728851,Chaitanya Bera,73,Male,+919271447197,Unknown,,,0,None,0,Case Closed,Acquitted,Inspector Agrawal,Low,No
0125/2021,Belagavi,Tilakwadi PS,Extortion,"384, 308",2021-03-09,2021-03-09,"72/84, Saxena",15.986912,76.663138,Hemal Narang,58,Other,06085064261,Ladli Badal; Jason Vala,26,Other,2,Acid,307406.93,Charge Sheet Filed,Settled Out of Court,SI Vala,High,No
0126/2026,Mangaluru,Kankanady PS,Hit and Run,"304A, 106",2026-01-30,2026-02-03,"387, Master Chowk",18.139828,77.469601,Nandini Mody,54,Male,+914295472108,Unknown,,,0,None,0,Charge Sheet Filed,Convicted,SI Varughese,Low,No
0127/2024,Hubballi-Dharwad,Dharwad Rural PS,Cybercrime - Phishing,"66C IT Act, 319",2024-06-01,2024-06-04,"64/507, Wali Ganj",13.582037,74.328379,Ekta Pall,19,Female,01967506457,Upkaar Kota; Manthan Bhatnagar,59,Female,2,None,241730.94,Pending Court Trial,Dismissed,DySP Zacharia,Medium,No
0128/2023,Shivamogga,Vinoba Nagar PS,Counterfeiting,"489B, 178",2023-03-18,2023-03-19,"553, Chander Ganj",15.104861,74.477828,Chaitaly Khosla,27,Female,1788357121,Teerth Chakrabarti; Hemangini Lad,40,Female,2,None,0,Charge Sheet Filed,Pending,PSI Khosla,Low,No
0129/2020,Mysuru,Nazarbad PS,Rioting,"147, 191",2020-10-12,2020-10-13,"300, Bhatia Circle",16.547899,74.854253,Yashvi Pall,36,Female,05331624945,Harita Malhotra; Patrick Raman; Alexander Rau,33,Male,3,Sharp Weapon,0,Under Investigation,,Inspector Lal,Low,No
0130/2021,Davanagere,Vidyanagar PS,Counterfeiting,"489B, 178",2021-06-17,2021-06-20,"H.No. 30, Bandi Ganj",13.970266,74.227432,Laksh Bedi,43,Other,+910936486265,Robert Andra; Vritti Bumb; Teerth Kapur,33,Male,3,None,0,Under Investigation,,Inspector Mane,Low,No
0131/2018,Shivamogga,Vinoba Nagar PS,Arson,"436, 324",2018-02-03,2018-02-03,"67/04, Deep Road",11.858104,76.528176,Anika Parmar,74,Female,07667497594,Nathan Krishna; Jack Narayan,43,Female,2,None,0,Case Closed,Dismissed,SI Kadakia,High,No
0132/2023,Hubballi-Dharwad,Hubballi Old City PS,Fraud/Cheating,"420, 318",2023-08-28,2023-08-31,"20/57, Jaggi Chowk",14.112388,78.440544,Anjali Behl,35,Other,2371380319,Unknown,,,0,None,64767.36,Convicted,Dismissed,SI Shere,Medium,No
0133/2020,Davanagere,Vidyanagar PS,Murder,"302, 103",2020-03-26,2020-03-30,"04, Dube Chowk",13.831285,76.131849,Januja Raj,50,Male,+915413983862,Unknown,,,0,None,0,Pending Court Trial,Compounded,PSI Sani,High,No
0134/2023,Shivamogga,Town PS,Hit and Run,"304A, 106",2023-10-13,2023-10-14,"65, Shroff Path",15.656073,76.282917,Upadhriti Vig,57,Female,00871045455,Irya Nagy,43,Other,1,None,0,Charge Sheet Filed,Pending,DySP Lanka,Low,No
0135/2018,Shivamogga,Vinoba Nagar PS,Counterfeiting,"489B, 178",2018-03-10,2018-03-12,"24, Singhal Path",13.358713,76.950159,Raksha Virk,25,Female,02300860437,Vanya Pandey; Udyati Zacharia,58,Male,2,None,0,Charge Sheet Filed,Dismissed,Inspector Mody,Low,No
0136/2024,Ballari,Cowl Bazar PS,Burglary,"331(4), 305",2024-07-18,2024-07-21,"53/40, Patil Street",18.137436,74.49453,Gunbir Wadhwa,58,Other,04449752087,Amruta Butala; Atharv Walia; Bhavika Kara,27,Other,3,None,121477.18,Under Investigation,,Inspector Jayaraman,Medium,Yes
0137/2022,Kalaburagi,Station Bazaar PS,Murder,"302, 103",2022-08-19,2022-08-24,"97/252, Ghose Zila",15.426207,78.491553,Banjeet Mani,50,Other,02106464733,Chakrika Setty; Kevin Toor; Abhiram Sarin,21,Other,3,Firearm,0,Charge Sheet Filed,Acquitted,Inspector Parsa,High,No
0138/2023,Tumakuru,Bharathinagar PS,Cybercrime - Online Fraud,"66D IT Act, 318",2023-02-26,2023-03-02,"17, Kakar Chowk",15.406607,75.011902,Xalak Amble,40,Other,02440242981,Tanish Gupta; Tanmayi Choudhry,57,Female,2,None,96535.95,Charge Sheet Filed,Pending,PSI Nayak,Medium,No
0139/2025,Hubballi-Dharwad,Vidyanagar PS,Cybercrime - Phishing,"66C IT Act, 319",2025-09-28,2025-10-03,"H.No. 37, Sodhi",17.770323,75.775396,Manya Tailor,48,Female,8030909503,Thomas Aurora; Damini Vora,36,Male,2,None,286951.66,Case Closed,Dismissed,Inspector Lala,Medium,No
0140/2021,Mangaluru,Mangaladevi PS,Burglary,"331(4), 305",2021-03-24,2021-03-29,"32/154, Shankar Path",13.397929,76.529081,Dayamai Ratta,46,Other,+913571679847,Shivansh Gade; Aarna Sahota,48,Male,2,None,101432.97,Under Investigation,,Inspector Nagy,Medium,No
0141/2018,Mysuru,Vijayanagar PS,Domestic Violence,"498A, 85",2018-07-27,2018-08-01,"H.No. 832, Minhas Zila",16.521506,74.452452,Pooja Shanker,32,Other,00407723720,Omya Aurora,21,Male,1,Vehicle,0,FIR Registered,,CPI Jaggi,Medium,No
0142/2025,Bengaluru Urban,Koramangala PS,Eve Teasing/Harassment,"354, 354A",2025-04-28,2025-05-01,"69/53, Aggarwal Street",16.066091,75.044991,Aryan Dass,30,Female,+914479771483,Jeevika Palla; Osha Chhabra,36,Other,2,None,0,Case Closed,Convicted,SI Ratta,Low,No
0143/2019,Bengaluru Urban,Koramangala PS,Eve Teasing/Harassment,"354, 354A",2019-12-22,2019-12-22,"88/248, Varty",13.588745,76.712523,Ishwar Mutti,43,Female,6612262181,Jagrati Pal,36,Male,1,None,0,Case Withdrawn,,SI Sachar,Low,No
0144/2025,Kalaburagi,Station Bazaar PS,Rioting,"147, 191",2025-03-11,2025-03-15,"H.No. 192, Dara Chowk",16.617835,76.917284,Prisha Solanki,74,Male,8789512497,Qabil Upadhyay; Gayathri Krishnamurthy; Oeshi D’Alia,35,Male,3,Knife,0,Pending Court Trial,Acquitted,CPI Barad,Low,No
0145/2024,Bengaluru Urban,Rajajinagar PS,Chain Snatching,"356, 304",2024-05-14,2024-05-19,"07/577, Pillai Nagar",12.167696,78.417583,Yoshita Goswami,29,Other,+915858255473,Netra Khatri; Thomas Choudhry; Sarthak Biswas,45,Other,3,None,164299.37,Convicted,Compounded,ASI Kala,Medium,No
0146/2022,Belagavi,Camp PS,Kidnapping,"363, 137",2022-04-21,2022-04-22,"H.No. 52, Bose",13.330872,75.617984,Nikita Doctor,35,Female,02006027268,Lopa More; Vrinda Dhawan,55,Other,2,None,0,Case Closed,Convicted,Inspector Batra,High,No
0147/2019,Mysuru,Krishnaraja PS,Chain Snatching,"356, 304",2019-10-17,2019-10-20,"H.No. 81, Bir Nagar",15.802378,74.986079,Ikbal Raja,75,Other,+910671784685,Neel Setty; Triya Sarma,25,Other,2,None,458107.13,Acquitted,Pending,CPI Parsa,Medium,No
0148/2022,Mangaluru,Mangaladevi PS,Hit and Run,"304A, 106",2022-03-11,2022-03-14,"34/693, Gulati Marg",15.178547,76.376779,Liam Kata,48,Other,2710499894,Hitesh Dar,33,Other,1,None,0,Acquitted,Convicted,Inspector Varghese,Low,No
0149/2024,Ballari,Cowl Bazar PS,Burglary,"331(4), 305",2024-02-22,2024-02-26,"67, Anand Street",16.518426,76.199726,Patrick Boase,52,Male,+910517042365,Ekavir Dhingra,38,Other,1,None,221199.36,Charge Sheet Filed,Acquitted,DySP Sankar,Medium,No
0150/2019,Shivamogga,Town PS,Rioting,"147, 191",2019-06-25,2019-06-29,"73, Agate Chowk",17.215173,77.35612,Yug Kakar,54,Male,6947366960,Ayaan Barad; Atharv Agrawal; Geetika Bail,37,Other,3,None,0,Case Closed,Pending,ASI Ahuja,Low,No
0151/2025,Bengaluru Urban,HSR Layout PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2025-11-08,2025-11-08,"98/56, Ram Zila",16.882804,77.446225,Chandresh Keer,21,Male,0331839674,Patrick Pal; Naksh Chaudhry; Quincy Nagarajan,20,Female,3,None,0,Pending Court Trial,Acquitted,ASI Ganesan,High,No
0152/2023,Tumakuru,Bharathinagar PS,Fraud/Cheating,"420, 318",2023-01-12,2023-01-15,"H.No. 581, Wali Zila",15.201898,77.275362,Raagini Handa,61,Other,01716122345,Akshay Golla,59,Female,1,None,59757.27,Case Closed,Dismissed,Inspector Bera,Medium,No
0153/2023,Bengaluru Urban,Cubbon Park PS,Chain Snatching,"356, 304",2023-03-12,2023-03-17,"877, Raval Chowk",12.819363,77.938437,Urishilla Rastogi,45,Other,03117635141,Kala Jani; Rishi Balakrishnan; Aachal Mahal,32,Male,3,None,230582.33,Acquitted,Pending,PSI Thakur,Medium,No
0154/2018,Bengaluru Urban,HSR Layout PS,Hit and Run,"304A, 106",2018-03-06,2018-03-07,"395, Kuruvilla Street",16.204165,77.924956,Urmi Varma,24,Other,09233245122,Unknown,,,0,None,0,Charge Sheet Filed,Settled Out of Court,ASI Sachar,Low,No
0155/2022,Belagavi,Shahapur PS,Burglary,"331(4), 305",2022-07-06,2022-07-09,"64/863, Sankaran",13.732326,76.69063,Kashvi Saran,31,Male,06879037698,Charan Magar,50,Female,1,None,117463.68,Charge Sheet Filed,Settled Out of Court,DySP Naik,Medium,No
0156/2019,Kalaburagi,Brahmapur PS,Chain Snatching,"356, 304",2019-08-10,2019-08-15,"H.No. 65, Wagle Marg",15.881952,75.922403,Advika Gokhale,44,Female,+911045541949,Indrajit Upadhyay; Anusha Dara,21,Other,2,None,474285.87,Pending Court Trial,Acquitted,DySP Kapoor,Medium,No
0157/2021,Kalaburagi,Station Bazaar PS,Extortion,"384, 308",2021-07-29,2021-08-03,"85, Jain Street",17.502789,74.649583,Rayaan More,27,Female,09657910448,Yashvi Bali; Keya Handa; Sai Gill,29,Other,3,Rope,120863.61,Case Closed,Pending,PSI Bahri,High,No
0158/2024,Bengaluru Urban,HSR Layout PS,Eve Teasing/Harassment,"354, 354A",2024-04-01,2024-04-05,"34/580, Kota Nagar",17.955583,77.8121,Lakshmi Kant,33,Female,09273262338,Samaksh Nadkarni,39,Other,1,None,0,Under Investigation,,SI Kannan,Low,No
0159/2022,Belagavi,Camp PS,Kidnapping,"363, 137",2022-03-25,2022-03-30,"H.No. 191, Sarkar Ganj",13.019116,74.940001,Simon Gaba,20,Male,+910902250903,Advaith Brar,55,Other,1,None,0,Pending Court Trial,Settled Out of Court,DySP Sarraf,High,No
0160/2020,Hubballi-Dharwad,Hubballi Old City PS,Cybercrime - Phishing,"66C IT Act, 319",2020-02-18,2020-02-23,"23, Chander Street",15.364555,77.489812,Gaurika Kamdar,66,Female,+910684776139,Kabir Muni,56,Other,1,None,102654.31,Under Investigation,,PSI Sha,Medium,No
0161/2020,Davanagere,Vidyanagar PS,Chain Snatching,"356, 304",2020-12-07,2020-12-09,"86/305, Pandit Street",16.831403,75.44105,Maya Ramanathan,49,Female,01648532457,Unknown,,,0,None,401506.9,Pending Court Trial,Dismissed,DySP Bains,Medium,No
0162/2022,Belagavi,Tilakwadi PS,Vehicle Theft,"379, 303",2022-08-23,2022-08-23,"62/57, Thaman Chowk",16.540084,75.328365,Devika Batra,32,Other,0045558192,Nandini Amble,19,Female,1,None,276879.13,Pending Court Trial,Settled Out of Court,Inspector Ahuja,Medium,No
0163/2020,Belagavi,Tilakwadi PS,Public Nuisance,"268, 270",2020-10-03,2020-10-06,"98, Manda Road",14.934169,74.757051,Anjali Patla,61,Female,8816892103,Divya Deol; Chatresh Bajaj,49,Other,2,None,0,Pending Court Trial,Compounded,DySP Kade,Low,No
0164/2023,Mangaluru,Bunder PS,Arson,"436, 324",2023-06-24,2023-06-25,"H.No. 85, Banerjee Circle",11.736766,77.810138,Jeremiah Cherian,52,Other,07615440461,Unknown,,,0,None,0,FIR Registered,,Inspector Andra,High,No
0165/2019,Bengaluru Urban,Cubbon Park PS,Eve Teasing/Harassment,"354, 354A",2019-07-18,2019-07-23,"186, Jaggi Zila",14.692068,74.272026,Zansi Khalsa,63,Male,03685955318,Unknown,,,0,None,0,Charge Sheet Filed,Settled Out of Court,PSI Sarma,Low,No
0166/2018,Ballari,Bruhat Bangalore PS,Counterfeiting,"489B, 178",2018-03-06,2018-03-06,"H.No. 949, Chahal Chowk",13.423185,78.398657,Jasmit Gandhi,44,Male,+919949736864,Unknown,,,0,None,0,Pending Court Trial,Compounded,Inspector Sethi,Low,No
0167/2019,Bengaluru Urban,HSR Layout PS,Cybercrime - Online Fraud,"66D IT Act, 318",2019-03-15,2019-03-15,"H.No. 40, Sane Circle",18.215085,76.06549,Omya Mistry,33,Male,07666056270,Varenya Divan; Udarsh Mody,40,Female,2,None,397570.7,Pending Court Trial,Pending,SI Kadakia,Medium,No
0168/2025,Belagavi,Tilakwadi PS,Robbery,"392, 309",2025-05-01,2025-05-06,"24/85, Goda",12.699685,76.249363,Eta Seth,23,Female,09366299964,Vanya Ganesan; Yahvi Bhagat; Amaira Chakraborty,42,Other,3,Rope,28529.41,Convicted,Compounded,SI Bhalla,High,No
0169/2018,Kalaburagi,Brahmapur PS,Extortion,"384, 308",2018-06-24,2018-06-25,"556, Sabharwal Chowk",15.444569,74.148058,Yasti Kapur,73,Other,0552682381,Frederick Iyer; Nachiket Prakash; Aadi Memon,35,Male,3,Knife,342372.16,Charge Sheet Filed,Settled Out of Court,CPI Garg,High,No
0170/2024,Kalaburagi,Brahmapur PS,Cybercrime - Phishing,"66C IT Act, 319",2024-08-01,2024-08-02,"219, Nair Ganj",15.466871,77.822491,Zinal Mandal,63,Female,06328335134,Unknown,,,0,None,149988.81,Convicted,Acquitted,Inspector Bains,Medium,No
0171/2026,Davanagere,Vidyanagar PS,Fraud/Cheating,"420, 318",2026-04-18,2026-04-19,"H.No. 88, Pradhan Ganj",12.183801,75.044648,Rohan Sahota,62,Other,+918146478988,Unknown,,,0,None,250646.03,Convicted,Convicted,CPI Sandal,Medium,No
0172/2024,Mysuru,Nazarbad PS,Hit and Run,"304A, 106",2024-11-19,2024-11-23,"38/154, Sandhu",16.984837,76.027476,Nidhi Khalsa,67,Female,+912440236342,Unknown,,,0,None,0,Case Closed,Pending,DySP Vaidya,Low,No
0173/2022,Belagavi,Tilakwadi PS,Arson,"436, 324",2022-03-18,2022-03-21,"416, Walia Street",17.086386,77.208988,Gautami Thaman,55,Other,06528850720,Luke Krish; Rudra Tailor; Urvashi Sama,23,Other,3,None,0,Under Investigation,,CPI Dua,High,No
0174/2026,Mangaluru,Mangaladevi PS,Murder,"302, 103",2026-04-18,2026-04-21,"H.No. 019, Batta Road",16.829425,74.460041,Utkarsh Gaba,24,Male,06337707446,Unknown,,,0,Acid,0,Charge Sheet Filed,Pending,ASI Sachdev,High,No
0175/2023,Mysuru,Vijayanagar PS,Eve Teasing/Harassment,"354, 354A",2023-01-13,2023-01-17,"H.No. 81, Narula Path",15.379539,76.68616,Varsha Bose,44,Male,08303619648,Unknown,,,0,None,0,Pending Court Trial,Pending,SI Viswanathan,Low,No
0176/2021,Kalaburagi,Station Bazaar PS,Theft,"379, 303",2021-04-10,2021-04-13,"75/34, Anand Zila",12.47188,75.355091,Jyoti Subramanian,23,Other,01415698543,Balvan Sagar,54,Other,1,None,85206.67,Case Closed,Acquitted,ASI Kashyap,Low,No
0177/2021,Mysuru,Vijayanagar PS,Eve Teasing/Harassment,"354, 354A",2021-02-04,2021-02-07,"61, Yogi Marg",14.970617,76.77501,Ucchal Gaba,68,Male,+910848667758,Triveni Merchant; Aarna Bhat,34,Male,2,None,0,Charge Sheet Filed,Compounded,DySP Prashad,Low,No
0178/2022,Mangaluru,Mangaladevi PS,Theft,"379, 303",2022-06-09,2022-06-11,"31/90, Thaman Zila",18.319578,74.61256,Vyanjana Kanda,42,Female,+912304903919,Damyanti Venkataraman; Tejas Butala; Jagat Saha,39,Female,3,None,407830.0,FIR Registered,,DySP Char,Low,No
0179/2019,Belagavi,Tilakwadi PS,Vehicle Theft,"379, 303",2019-12-29,2020-01-01,"H.No. 184, Suri Street",17.215462,75.768208,Hitesh Bose,36,Other,7806534676,Yashasvi Gill; Wridesh Krishna; Lucky Menon,54,Male,3,None,163280.18,Case Withdrawn,,CPI Loke,Medium,No
0180/2024,Ballari,Cowl Bazar PS,Public Nuisance,"268, 270",2024-02-13,2024-02-14,"H.No. 08, Soman Nagar",11.984111,77.815046,Vamakshi Subramanian,53,Male,9287593116,Vrinda Sangha; Ganga Khatri; Tanay Chandra,31,Female,3,None,0,Acquitted,Compounded,CPI Sundaram,Low,No
0181/2020,Shivamogga,Town PS,Chain Snatching,"356, 304",2020-09-18,2020-09-20,"81, Chakrabarti Ganj",14.305636,76.279757,Thomas Sabharwal,63,Female,1435610015,Samuel Chadha; Gautam Parmar; Vrishti Nigam,22,Female,3,None,495354.96,Acquitted,Settled Out of Court,ASI Vig,Medium,No
